probe_id,mean_tumor,mean_normal,mean_difference_tumor_minus_normal,t_statistic,p_value,fdr_bh,entrez_id,gene_symbol,minus_log10_fdr,abs_diff
gene_2915,3.60835395878279,3.6886691914643976,-0.08031523268160745,-1.604057688652811,0.12314174006477756,0.19134395006412394,2915,GRM5,0.7181852647972241,0.08031523268160745
gene_8895,8.541768279464367,8.257162172277615,0.28460610718675206,1.5904586612991596,0.12321079722576733,0.1913462469403903,8895,CPNE3,0.7181800515950261,0.28460610718675206
gene_8945,4.336061200805535,4.248085148952206,0.08797605185332902,1.594323687890592,0.12319408581760435,0.1913462469403903,8945,BTRC,0.7181800515950261,0.08797605185332902
gene_4016,6.921694319841912,6.524067255924705,0.3976270639172066,1.602176200292154,0.12357322710771221,0.19187136737506946,4016,LOXL1,0.7169898294270581,0.3976270639172066
gene_23339,6.493301022992905,6.6546189699031455,-0.16131794691024037,-1.597416243782109,0.12367387466365624,0.19198987682404112,23339,VPS39,0.7167216700223005,0.16131794691024037
gene_4478,5.823792979266872,5.955484231082194,-0.1316912518153215,-1.5734416822074206,0.12369817567186542,0.19198987682404112,4478,MSN,0.7167216700223005,0.1316912518153215
gene_9470,6.481069792824491,6.3122586387230815,0.16881115410140968,1.5902184609280263,0.12383198747369002,0.19215979663582827,9470,EIF4E2,0.7163374695580735,0.16881115410140968
gene_7136,5.367595615415288,5.123514832799458,0.24408078261583022,1.5807750234745328,0.12394666702720965,0.1922999665056728,7136,TNNI2,0.7160207914058402,0.24408078261583022
gene_25830,5.26658111693145,5.1434409263305385,0.1231401906009113,1.5832524731249435,0.12416722993108639,0.19260432425177554,25830,SULT4A1,0.7153339665489589,0.1231401906009113
gene_5272,4.407660657643137,4.609557819890726,-0.20189716224758847,-1.5852125876512302,0.1242919662127047,0.19275994838604263,5272,SERPINB9,0.7149831986587513,0.20189716224758847
gene_3606,3.377443359771082,3.1769676775366795,0.20047568223440226,1.5762230858686437,0.12436511275070336,0.1928355184355595,3606,IL18,0.7148129702263839,0.20047568223440226
gene_10605,7.15065142931259,6.8651274888552765,0.28552394045731333,1.6049805940261483,0.12443187246481253,0.19290115760789647,10605,PAIP1,0.7146651661289867,0.28552394045731333
gene_8813,8.841221774004179,9.135964999701185,-0.2947432256970064,-1.5952396497479326,0.12447157866672243,0.19292483939766575,8813,DPM1,0.7146118526109183,0.2947432256970064
gene_8787,3.5981880019876487,3.498951650973553,0.09923635101409545,1.5643643598199284,0.12487004656232835,0.1935044657972345,8787,RGS9,0.7133090076542894,0.09923635101409545
gene_29978,5.991926296751502,5.845481717519817,0.14644457923168464,1.5812161713881998,0.1252236102442143,0.19401272488635662,29978,UBQLN2,0.7121697846744502,0.14644457923168464
gene_51281,4.109370171334439,4.040809361036284,0.06856081029815542,1.586107101651147,0.12524716619863824,0.19401272488635662,51281,ANKMY1,0.7121697846744502,0.06856081029815542
gene_8027,7.332408194745604,7.006196873147264,0.32621132159833977,1.593546643008441,0.12531570966177663,0.1940808313785154,8027,STAM,0.7120173560986468,0.32621132159833977
gene_79973,2.9516926792754234,3.0489765215000237,-0.09728384222460029,-1.5899793594908596,0.12571708093738182,0.19466427218872634,79973,ZNF442,0.7107137496361271,0.09728384222460029
gene_9956,4.632899242035728,4.88356177916591,-0.2506625371301823,-1.5806410585115838,0.12613676413172475,0.19527583343427374,9956,HS3ST2,0.7093514999561276,0.2506625371301823
gene_4864,4.8053748654238575,4.703263820407554,0.10211104501630341,1.5739183888095427,0.12635604329253108,0.1955769646964167,4864,NPC1,0.7086822982925901,0.10211104501630341
gene_646,2.9022034482481502,3.0284045987704693,-0.12620115052231906,-1.5915546454071383,0.12644543142596218,0.1956769688361402,646,BNC1,0.7084602877604375,0.12620115052231906
gene_3148,7.2853176574255984,7.116929401689007,0.16838825573659122,1.591995415103214,0.12659102065539032,0.19586388912923536,3148,HMGB2,0.7080456262692415,0.16838825573659122
gene_5435,6.119477952435666,6.207650700084462,-0.08817274764879546,-1.5547785034405308,0.1266832857629045,0.19596824831922757,5435,POLR2F,0.7078142893415648,0.08817274764879546
gene_55819,5.016328681647545,5.085884799136172,-0.06955611748862722,-1.5750094581338356,0.12712628643023186,0.1966150183978733,55819,RNF130,0.7063833117418756,0.06955611748862722
gene_9354,8.550910140871036,8.862239030078774,-0.31132888920773816,-1.5892723328458551,0.12723017314682541,0.19669864474167587,9354,UBE4A,0.7061986323696281,0.31132888920773816
gene_10440,6.554578271186908,6.362446755450821,0.19213151573608656,1.5655546318915263,0.12721815840223194,0.19669864474167587,10440,TIMM17A,0.7061986323696281,0.19213151573608656
gene_1585,5.22696928720983,5.446517173067551,-0.2195478858577209,-1.5945989482993324,0.12727725797274506,0.19673292350964333,1585,CYP11B2,0.7061229542542266,0.2195478858577209
gene_2709,3.726232651401025,3.606802599272924,0.11943005212810132,1.5737011317533098,0.12815611333076557,0.19805260801821054,2709,GJB5,0.7032194342975071,0.11943005212810132
gene_57333,6.632847051575251,6.4880968102285355,0.1447502413467152,1.5553774387364672,0.12831984817595982,0.19819520576714564,57333,RCN3,0.7029068550679782,0.1447502413467152
gene_63974,4.705982685878955,4.8404844800749025,-0.13450179419594743,-1.5840441216163024,0.12827760546267986,0.19819520576714564,63974,NEUROD6,0.7029068550679782,0.13450179419594743
gene_148229,3.304833786739066,3.2153953197573277,0.08943846698173807,1.5735700662405951,0.12832367824330956,0.19819520576714564,148229,ATP8B3,0.7029068550679782,0.08943846698173807
gene_4668,6.1919724681224615,6.009405266300231,0.18256720182223063,1.566913439039255,0.12836852978915875,0.19822570976632511,4668,NAGA,0.7028400184404106,0.18256720182223063
gene_9592,9.568773796709852,9.318746914575575,0.2500268821342768,1.5782599086397524,0.12898749580091584,0.19908778998180449,9592,IER2,0.70095537435798,0.2500268821342768
gene_9631,5.573889007396242,5.338916913235362,0.23497209416087994,1.5640166875075727,0.12900243400492512,0.19908778998180449,9631,NUP155,0.70095537435798,0.23497209416087994
gene_64100,3.830527314488174,3.721509860911248,0.10901745357692638,1.5806219031620439,0.1289823385781103,0.19908778998180449,64100,ELSPBP1,0.70095537435798,0.10901745357692638
gene_51561,3.885879915382155,3.801661094931516,0.08421882045063889,1.564991959124219,0.12930557615153973,0.199516634401858,51561,IL23A,0.700020889812954,0.08421882045063889
gene_6095,4.925047472014331,5.037091094663041,-0.11204362264871026,-1.5548592214713581,0.1294646978284089,0.19972313318049326,6095,RORA,0.6995716295169593,0.11204362264871026
gene_1414,4.532349423790095,4.659107358842366,-0.12675793505227073,-1.5754537645670275,0.12979793887459432,0.20019811001809987,1414,CRYBB1,0.69854002681966,0.12675793505227073
gene_26747,4.6863871000766615,4.608507964862306,0.07787913521435552,1.5501954337652115,0.12987565110787255,0.2002788550671489,26747,NUFIP1,0.6983648999945218,0.07787913521435552
gene_22895,4.208549859982734,4.334473226816106,-0.1259233668333728,-1.5852099615506885,0.12998692287463415,0.20041131002362084,22895,RPH3A,0.6980777731129384,0.1259233668333728
gene_143,6.916027150518316,7.210188492012026,-0.29416134149371054,-1.5728799447254371,0.13008066318892328,0.20051668889379798,143,PARP4,0.697849475448497,0.29416134149371054
gene_1588,3.472493321023467,3.5817897766289124,-0.10929645560544543,-1.5802952672321309,0.13015282428368233,0.20058876919754867,1588,CYP19A1,0.6976933864306174,0.10929645560544543
gene_8747,3.0943401213185098,3.1970102644252116,-0.10267014310670186,-1.5699809064241124,0.130347635739899,0.20084981062204535,8747,ADAM21,0.6971285734211794,0.10267014310670186
gene_7769,4.7789930721617955,4.909800261933351,-0.1308071897715557,-1.5592353352582433,0.13067128083151658,0.20130922838987247,7769,ZNF226,0.6961363157872835,0.1308071897715557
gene_1486,5.949624855966097,6.173435771829304,-0.2238109158632069,-1.5568628330057694,0.1311205569396928,0.20196197350356038,1486,CTBS,0.6947303941781817,0.2238109158632069
gene_1175,8.576272079021246,8.356544060296013,0.21972801872523284,1.555468133673076,0.13140334734072728,0.2023322373229904,1175,AP2S1,0.6939349161610435,0.21972801872523284
gene_54985,6.987273480666109,6.83969649133244,0.14757698933366914,1.5574797632606885,0.1314121875686486,0.2023322373229904,54985,HCFC1R1,0.6939349161610435,0.14757698933366914
gene_573,6.951441869722298,6.764388722924821,0.18705314679747698,1.5282197492899718,0.13147220902487483,0.20234574832770152,573,BAG1,0.6939059165366447,0.18705314679747698
gene_2570,5.057027490057987,5.231910817129681,-0.17488332707169452,-1.5743873392883405,0.13146825143665247,0.20234574832770152,2570,GABRR2,0.6939059165366447,0.17488332707169452
gene_1524,4.64957429698387,4.467098518042772,0.18247577894109757,1.539408851580554,0.1317469539437193,0.2027290910548619,1524,CX3CR1,0.6930839267974793,0.18247577894109757
gene_1760,4.674217683618213,4.778002404956168,-0.1037847213379548,-1.5612243510785258,0.13183621212231172,0.20282691742253958,1760,DMPK,0.6928744097315107,0.1037847213379548
gene_10061,5.273174715988243,5.190921227915911,0.08225348807233157,1.5436229126117615,0.13211610652186961,0.20321793790479245,10061,ABCF2,0.6920379598269247,0.08225348807233157
gene_7867,6.905861544350991,6.721172309651786,0.18468923469920462,1.5548940940965632,0.1326342600600916,0.20397521941471145,7867,MAPKAPK3,0.6904225910307439,0.18468923469920462
gene_9087,5.3092275276220455,5.457914016291511,-0.14868648866946543,-1.5694674534811117,0.13279603973196175,0.20418425345858682,9087,TMSB4Y,0.6899777534329153,0.14868648866946543
gene_55867,3.2951708153012973,3.4198627574478717,-0.12469194214657442,-1.5617381691917702,0.13285549099513733,0.20423589884925045,55867,SLC22A11,0.6898679189491185,0.12469194214657442
gene_1371,5.1336820705284625,5.3533246179621985,-0.219642547433736,-1.5607149796771593,0.13289779137692154,0.20426116358574337,1371,CPOX,0.6898141984371804,0.219642547433736
gene_2645,3.853093188101796,3.9629421421791324,-0.10984895407733664,-1.561382619553365,0.1333884284021968,0.20497536857212456,2645,GCK,0.6882983239974982,0.10984895407733664
gene_3778,4.6965115179959875,4.552669834563377,0.14384168343261017,1.5309864749331554,0.13349757586674468,0.20510318222172816,3778,KCNMA1,0.6880276014033768,0.14384168343261017
gene_3163,6.76637227696399,6.63731058159057,0.12906169537342027,1.5456224662097453,0.13362097203945889,0.20521291641299239,3163,HMOX2,0.6877953075448763,0.12906169537342027
gene_23648,4.924043056074903,5.025859976123561,-0.10181692004865806,-1.5442331197314803,0.13361376315933057,0.20521291641299239,23648,SSBP3,0.6877953075448763,0.10181692004865806
gene_51207,5.144107965639047,5.008377396892249,0.1357305687467978,1.5516968811955048,0.133663381307,0.205238133809329,51207,DUSP13B,0.687741942954459,0.1357305687467978
gene_5069,3.656362704710132,3.7587889388639875,-0.10242623415385532,-1.5576371822334987,0.1339037524679384,0.20556724985212085,5069,PAPPA,0.6870460742168274,0.10242623415385532
gene_10068,5.410728576719213,5.260170641639238,0.1505579350799744,1.559892302077594,0.13407769668203096,0.20579428001904732,10068,IL18BP,0.6865667004709968,0.1505579350799744
gene_10987,7.569745751795024,7.863429041002751,-0.2936832892077277,-1.5465420516659343,0.13437445170557502,0.20620968618712124,10987,COPS5,0.6856909386702653,0.2936832892077277
gene_54505,5.8247853281150626,6.030936615308014,-0.2061512871929514,-1.552863124116037,0.13458912479509247,0.20649899329839622,54505,DHX29,0.6850820612280022,0.2061512871929514
gene_1312,6.610588175934307,6.5194398459303,0.0911483300040068,1.5424581483218744,0.13464111042469826,0.20653862646150778,1312,COMT,0.6849987154828735,0.0911483300040068
gene_115817,7.314501855072126,6.950396579688322,0.3641052753838041,1.5580618274625577,0.1350577310797229,0.2070972625896256,115817,DHRS1,0.683825641570465,0.3641052753838041
gene_7027,5.587085225787378,5.4332125253742065,0.1538727004131717,1.5400863486882712,0.13505093012738226,0.2070972625896256,7027,TFDP1,0.683825641570465,0.1538727004131717
gene_11117,6.212321956913957,5.905332004048822,0.306989952865135,1.5452841773889388,0.13540254500047755,0.20758569168487112,11117,EMILIN1,0.6828025845252111,0.306989952865135
gene_2769,5.861255197021952,5.608200889270742,0.25305430775121085,1.5319413849197046,0.1354848772948567,0.207671598601996,2769,GNA15,0.6826228939985446,0.25305430775121085
gene_8788,4.0996958592807715,4.513097100549084,-0.41340124126831235,-1.5603778448261445,0.13556609859049484,0.20775576956513445,8788,DLK1,0.6824469066268458,0.41340124126831235
gene_9191,5.729187528765191,5.8785426602941575,-0.1493551315289663,-1.5521322708613765,0.13573579340798606,0.20797546770331118,9191,DEDD,0.6819878903710378,0.1493551315289663
gene_3812,3.919637732964872,4.044760910068782,-0.12512317710391008,-1.5562830795474139,0.13593633837723643,0.2082423402841971,3812,KIR3DL2,0.6814309641515977,0.12512317710391008
gene_2243,4.4187681079752235,4.606143161551235,-0.18737505357601147,-1.554967159472226,0.1361027200443851,0.20845678436588616,2243,FGA,0.6809839659024208,0.18737505357601147
gene_327,7.179310064051258,6.885156997010558,0.29415306704069977,1.5397662553032863,0.13620107809511256,0.20852654395445985,327,APEH,0.6808386545549285,0.29415306704069977
gene_57060,6.689675409351761,6.506035586766737,0.18363982258502354,1.5373533599921734,0.13620079860968026,0.20852654395445985,57060,PCBP4,0.6808386545549285,0.18363982258502354
gene_6139,9.931871367750079,10.067650106045745,-0.13577873829566656,-1.5179595977717018,0.13625437357543616,0.20856770461818558,6139,RPL17,0.6807529384404207,0.13577873829566656
gene_2239,5.080540851591607,4.833464346859322,0.24707650473228515,1.522563303609746,0.13660777801358656,0.2090681439870723,2239,GPC4,0.6797121362143581,0.24707650473228515
gene_9404,6.520449702589663,5.983594456694227,0.5368552458954357,1.550915257892298,0.13668803659645548,0.20915044080647335,9404,LPXN,0.6795412157612509,0.5368552458954357
gene_374291,7.909279117857164,8.338329268885856,-0.42905015102869193,-1.5521458681647724,0.13675272673008992,0.20920888860664863,374291,NDUFS7,0.6794198676498259,0.42905015102869193
gene_55015,6.57870364867877,6.296612109061575,0.2820915396171948,1.54032646927274,0.13685831762447362,0.20932987299641062,55015,PRPF39,0.6791687900476833,0.2820915396171948
gene_4050,5.725571181230263,5.43802138203089,0.2875497991993736,1.5472846301286864,0.13697470535031095,0.20942676634102722,4050,LTB,0.6789678129564654,0.2875497991993736
gene_5161,3.5289790132048293,3.629821490105679,-0.10084247690084958,-1.5452587175700387,0.13696941032804588,0.20942676634102722,5161,PDHA2,0.6789678129564654,0.10084247690084958
gene_54407,8.797452154940851,9.123723071964946,-0.32627091702409494,-1.5439436426365087,0.13707363251990423,0.20953745180210678,54407,SLC38A2,0.6787383418751154,0.32627091702409494
gene_79946,4.8152169436082835,4.666948348081398,0.14826859552688543,1.55093260122053,0.13745319002056375,0.21007699663100288,79946,C10orf95,0.67762150010792,0.14826859552688543
gene_7629,6.234774573841096,6.1415280612832905,0.0932465125578057,1.5339225560546548,0.13757915111539148,0.21022882282473812,7629,ZNF76,0.6773077415161359,0.0932465125578057
gene_3223,9.14382019504361,8.738964452762847,0.4048557422807626,1.5432835149440576,0.13776719702471868,0.21047544107258725,3223,HOXC6,0.6767985716995353,0.4048557422807626
gene_7561,5.873878810556368,5.677335769454836,0.1965430411015321,1.5347757402379087,0.13851750221469397,0.21158079593606155,7561,ZNF14,0.6745237534491666,0.1965430411015321
gene_433,5.193004320319598,5.323508664336565,-0.1305043440169671,-1.536271435132251,0.13856914195409262,0.2116187418316514,433,ASGR2,0.6744458720167027,0.1305043440169671
gene_9044,7.139723937518003,6.903055561881351,0.23666837563665144,1.520717633953653,0.1386161763294543,0.21164964123621438,9044,BTAF1,0.6743824633546979,0.23666837563665144
gene_79187,4.67299749307456,4.824318739907618,-0.15132124683305737,-1.5354891369363843,0.13869793258144608,0.21169261182753762,79187,FSD1,0.6742942987993064,0.15132124683305737
gene_9162,3.5004383290786945,3.640967210575584,-0.14052888149688947,-1.5033345211440872,0.13868841412433042,0.21169261182753762,9162,DGKI,0.6742942987993064,0.14052888149688947
gene_1543,3.8062715738922,4.095819961167687,-0.28954838727548715,-1.553495950600668,0.13874163724232122,0.21171839793287164,1543,CYP1A1,0.674241400962396,0.28954838727548715
gene_28955,6.041003382750666,6.26666818853267,-0.22566480578200387,-1.5386784977216896,0.1388852847215116,0.21185572598913988,28955,DEXI,0.6739597934903189,0.22566480578200387
gene_64135,3.9527828752979506,3.8097482378881256,0.14303463740982503,1.514123034471715,0.13885893260796078,0.21185572598913988,64135,IFIH1,0.6739597934903189,0.14303463740982503
gene_9111,7.76575808611684,8.021191193618508,-0.25543310750166803,-1.511260991887188,0.13907892590996818,0.212110134783897,9111,NMI,0.6734385800663376,0.25543310750166803
gene_109,5.087633619973231,5.214657151796864,-0.12702353182363257,-1.5270408800126292,0.13962212396277118,0.21289745374280827,109,ADCY3,0.6718295327000555,0.12702353182363257
gene_5880,6.156428471605314,5.835639525805372,0.32078894579994177,1.536376886900459,0.1396694261525881,0.21292846685849193,5880,RAC2,0.6717662729294298,0.32078894579994177
gene_5504,5.071486886334871,4.941489815339398,0.12999707099547386,1.518673557082265,0.13977108960768853,0.21304232669984874,5504,PPP1R2,0.6715341034814908,0.12999707099547386
gene_5563,4.0648850987580545,3.9332383791200733,0.13164671963798114,1.5022587028604615,0.13979936966756576,0.21304431151384923,5563,PRKAA2,0.6715300573852714,0.13164671963798114
gene_10914,6.354281085719783,6.517037116564684,-0.16275603084490164,-1.522403666680791,0.13999543973925124,0.21330194628996085,10914,PAPOLA,0.6710051817791983,0.16275603084490164
gene_6367,5.69006159624189,5.4089742988660765,0.28108729737581317,1.5392358123603205,0.14002709740554634,0.21330902550378075,6367,CCL22,0.6709907683500943,0.28108729737581317
gene_2581,5.009370419027925,5.213402402088444,-0.20403198306051884,-1.52893971553361,0.14017298517005794,0.2134881136242945,2581,GALC,0.6706263001756486,0.20403198306051884
gene_9672,4.757549347148621,4.672372147226343,0.08517719992227768,1.5097237313454033,0.14019872828360028,0.2134881136242945,9672,SDC3,0.6706263001756486,0.08517719992227768
gene_1053,4.826600637952737,4.980421136304231,-0.15382049835149392,-1.534471090370256,0.14048353438371533,0.21388056121615578,1053,CEBPE,0.6698286849945517,0.15382049835149392
gene_10296,7.676023952166661,7.433369964300389,0.24265398786627213,1.5264783098405483,0.14067419006399629,0.21410046006318997,10296,MAEA,0.6693823994842162,0.24265398786627213
gene_383,3.2874661588390737,3.3842030568846266,-0.09673689804555297,-1.5386334610940353,0.14068219415827438,0.21410046006318997,383,ARG1,0.6693823994842162,0.09673689804555297
gene_1406,3.572361598251047,3.662239444293669,-0.08987784604262217,-1.5299087047064526,0.1408081917790077,0.214250923020968,1406,CRX,0.6690772984033659,0.08987784604262217
gene_10204,7.210281266048974,7.295746590730152,-0.08546532468117807,-1.502652699769322,0.1410043455412354,0.21450805562302752,10204,NUTF2,0.6685563937033275,0.08546532468117807
gene_6658,3.3237166742969224,3.393156621681145,-0.06943994738422266,-1.523415106664772,0.14110085041417636,0.21461352382911222,6658,SOX3,0.6683429145261695,0.06943994738422266
gene_55280,5.394481119410641,5.454342220986691,-0.059861101576049514,-1.5121707293954445,0.14116796471187562,0.21467425714032,55280,CWF19L1,0.6682200312610476,0.059861101576049514
gene_11333,4.570960490547703,4.4669866570537575,0.10397383349394573,1.5123897913149218,0.14126653995724778,0.21478280054724405,11333,PDAP1,0.6680004991665854,0.10397383349394573
gene_1612,4.954265356239435,5.12838113236077,-0.17411577612133566,-1.5086267788830807,0.141715961420727,0.2154246289392649,1612,DAPK1,0.6667046464374826,0.17411577612133566
gene_80012,4.660000807783413,4.599375400106435,0.06062540767697744,1.5035861237706731,0.14213360415903897,0.2160179122486395,80012,PHC3,0.6655102355703298,0.06062540767697744
gene_204,5.80005804519924,5.981204773598841,-0.1811467283996011,-1.5194104648960323,0.1422464236222769,0.2161477789773178,204,AK2,0.6652492226926742,0.1811467283996011
gene_3455,6.679345686104616,6.572290921032873,0.1070547650717435,1.4947795295154809,0.1425958178267996,0.21663700911470496,3455,IFNAR2,0.6642673488126476,0.1070547650717435
gene_7337,5.471681665843618,5.406499104214705,0.06518256162891323,1.4847828558346257,0.14293242246738716,0.21710662439410588,7337,UBE3A,0.6633269250766031,0.06518256162891323
gene_6518,4.3402431084214275,4.5197410115143635,-0.179497903092936,-1.5199151272642395,0.14356686767706217,0.21802837577803078,6518,SLC2A5,0.6614869805153357,0.179497903092936
gene_11073,7.024468161641073,6.714816101457679,0.3096520601833941,1.5150888932684532,0.143623771125053,0.21807285533061788,11073,TOPBP1,0.6613983899637155,0.3096520601833941
gene_23521,12.326272747094464,12.471013305943204,-0.14474055884874026,-1.4922204490732753,0.14380662288865173,0.2183085161383473,23521,RPL13A,0.6609293222855855,0.14474055884874026
gene_3757,4.554684368492913,4.42495714931471,0.12972721917820262,1.5063864942943215,0.14393685651993018,0.2184642237051487,3757,KCNH2,0.6606196741150455,0.12972721917820262
gene_11152,7.0131399738589115,7.28760984929552,-0.2744698754366084,-1.5189201868234465,0.14430356955547935,0.21897872574550736,11152,WDR45,0.6595980757540677,0.2744698754366084
gene_57446,5.377722859494618,5.284445381758346,0.09327747773627237,1.4959879194422638,0.14455193751590037,0.21931347753373012,57446,NDRG3,0.6589346786796353,0.09327747773627237
gene_4842,4.015386073570139,4.107850564932169,-0.09246449136202983,-1.5139545128184648,0.14458955125702733,0.21932840689142238,4842,NOS1,0.6589051158955199,0.09246449136202983
gene_726,3.960026492825924,4.075687527340924,-0.11566103451499998,-1.5148050900279078,0.14485082027170398,0.2196825288430279,726,CAPN5,0.6582044807616748,0.11566103451499998
gene_2805,6.684228357347254,6.447219336693019,0.23700902065423524,1.5043863348441429,0.14492657624993374,0.2197130298801549,2805,GOT1,0.6581441868789768,0.23700902065423524
gene_3484,2.678690066330434,2.8384693536558627,-0.15977928732542868,-1.5260303833528692,0.14491562558447565,0.2197130298801549,3484,IGFBP1,0.6581441868789768,0.15977928732542868
gene_55041,6.593358731005565,6.451132031916546,0.14222669908901864,1.497425406416898,0.14530367915574907,0.2202424480408734,55041,PLEKHB2,0.6570989743138994,0.14222669908901864
gene_79585,5.840948304927083,5.616803475810627,0.2241448291164554,1.5229882843306983,0.1454890285496992,0.22048107051563512,79585,CORO7,0.6566286911099843,0.2241448291164554
gene_27290,4.538110507203939,4.336488571225916,0.20162193597802336,1.4860795872438854,0.14565095614309406,0.2206841137110541,27290,SPINK4,0.6562289290764536,0.20162193597802336
gene_7525,5.649790069315079,5.927568717336514,-0.27777864802143437,-1.510643502872765,0.14605058593811976,0.22124716615256698,7525,YES1,0.6551222832614796,0.27777864802143437
gene_25913,5.814490771367296,5.641932673163045,0.1725580982042514,1.49893313049915,0.14616365580644924,0.22137598578893933,25913,POT1,0.6548694918809498,0.1725580982042514
gene_4802,4.849914329629859,4.781167579379169,0.06874675025068999,1.4817068944709537,0.14623351522460096,0.22143932305439576,4802,NFYC,0.6547452548705086,0.06874675025068999
gene_6671,5.125656898303151,4.970803075203667,0.1548538230994838,1.5038898191060717,0.14628163497855923,0.2214697222825311,6671,SP4,0.6546856389417167,0.1548538230994838
gene_55347,5.836124383552056,6.040000260293095,-0.2038758767410389,-1.5000037637344628,0.14640158567641487,0.2216088407296623,55347,ABHD10,0.6544129181154383,0.2038758767410389
gene_8642,5.297732193049755,5.461425497542672,-0.1636933044929174,-1.4993776508803425,0.14649331077721323,0.22170518880943904,8642,DCHS1,0.6542241424969841,0.1636933044929174
gene_3211,4.426413048726972,4.581088161444372,-0.15467511271739998,-1.5041899243045527,0.14663149968938397,0.22187180552731656,3211,HOXB1,0.6538978824542225,0.15467511271739998
gene_6455,7.354982009686488,7.216352250129736,0.1386297595567516,1.5003666829962816,0.1468742461168893,0.22217756766419477,6455,SH3GL1,0.6532997920713725,0.1386297595567516
gene_4712,5.985495338933546,6.09201420140872,-0.10651886247517339,-1.4835741098722446,0.1468898418101508,0.22217756766419477,4712,NDUFB6,0.6532997920713725,0.10651886247517339
gene_2962,6.491701236362057,6.350526778207739,0.1411744581543184,1.4950346733931716,0.14695220741800227,0.22219107368863691,2962,GTF2F1,0.6532733924052231,0.1411744581543184
gene_51725,3.6302439966180398,3.7327482339719467,-0.1025042373539069,-1.5027608938297699,0.14695504341848178,0.22219107368863691,51725,FBXO40,0.6532733924052231,0.1025042373539069
gene_1815,4.218846093445607,4.118137528259362,0.10070856518624449,1.4973945942258342,0.14711205084866794,0.2223858854425595,1815,DRD4,0.6528927803495781,0.10070856518624449
gene_378,9.181769068515575,8.966096213198904,0.21567285531667046,1.4902768234537807,0.1472411527901236,0.22249586367845503,378,ARF4,0.6526780583833648,0.21567285531667046
gene_4152,5.429097471245726,5.473065130647594,-0.04396765940186853,-1.4838862264893908,0.14722775678312655,0.22249586367845503,4152,MBD1,0.6526780583833648,0.04396765940186853
gene_55032,5.269430534245058,5.697592468598271,-0.4281619343532128,-1.5102878064216227,0.1475550728690084,0.2229275703934493,55032,SLC35A5,0.6518362171667283,0.4281619343532128
gene_79716,5.73287234937947,5.588306204041782,0.14456614533768786,1.4908122842734068,0.14765646194754176,0.2230380795714876,79716,NPEPL1,0.6516209829790378,0.14456614533768786
gene_6425,4.194717800833849,4.353924426860407,-0.15920662602655788,-1.5092423724681214,0.14803632321800017,0.2235691039304929,6425,SFRP5,0.6505882138428799,0.15920662602655788
gene_8832,4.587186600540031,4.743192690615911,-0.15600609007587973,-1.502519538527478,0.1481105841708769,0.22363848627101626,8832,CD84,0.6504534559875447,0.15600609007587973
gene_1360,6.479314698179427,5.675652255297144,0.803662442882283,1.4750183363453973,0.1481394682830111,0.22363933875567554,1360,CPB1,0.6504518005091698,0.803662442882283
gene_5371,4.735466668456777,4.653586840654448,0.08187982780232872,1.4902229600721963,0.14818437079924293,0.22366436854006524,5371,PML,0.6504031968554208,0.08187982780232872
gene_1584,3.086973239017766,3.1782857871983214,-0.09131254818055545,-1.511013065529913,0.14836845441732605,0.22389942375953065,1584,CYP11B1,0.649947024144856,0.09131254818055545
gene_2330,4.6015058935256254,4.2176560804026035,0.3838498131230219,1.4993428481559081,0.1485766882256554,0.2241708266943066,2330,FMO5,0.6494209065941319,0.3838498131230219
gene_146,3.2867701164926912,3.3397209437178197,-0.05295082722512845,-1.4763348604813202,0.148644955241071,0.2242309859672851,146,ADRA1D,0.6493043734325394,0.05295082722512845
gene_10563,5.271790990801421,4.300666853164137,0.9711241376372834,1.4997930677707418,0.1486990323132795,0.22426972081321012,10563,CXCL13,0.6492293575869449,0.9711241376372834
gene_22854,3.8795101008966357,4.001161750137399,-0.12165164924076333,-1.500365796396143,0.14902495046456687,0.22467545510093254,22854,NTNG1,0.6484443699327551,0.12165164924076333
gene_631,4.988615469976113,4.894814645172765,0.09380082480334817,1.4627281763539417,0.14902346033424332,0.22467545510093254,631,BFSP1,0.6484443699327551,0.09380082480334817
gene_5817,4.814926983760234,4.72612258119267,0.08880440256756383,1.4862748704619975,0.14914442473233208,0.22481265930735378,5817,PVR,0.648179237086376,0.08880440256756383
gene_56302,3.9931396701350197,3.8785035829480763,0.1146360871869434,1.49937796217569,0.14918545778047493,0.22483159543748293,56302,TRPV5,0.6481426576939262,0.1146360871869434
gene_9678,5.30194248244333,5.14979481189512,0.1521476705482101,1.494543319436571,0.1493119174908042,0.22497924297364638,9678,PHF14,0.6478575489012975,0.1521476705482101
gene_9168,13.330427162648393,13.168247384308117,0.16217977834027586,1.4852943691966791,0.1494707851646124,0.2251756563229577,9168,TMSB10,0.647478562737537,0.16217977834027586
gene_9245,5.077623343177182,4.930484667004965,0.14713867617221688,1.4861297390566175,0.14960702704818546,0.22533791581146684,9245,GCNT3,0.6471657268635405,0.14713867617221688
gene_3360,4.028159390983137,4.149117129761072,-0.12095773877793459,-1.4980484680834991,0.15016577353648633,0.22613636796674913,3360,HTR4,0.6456295874239645,0.12095773877793459
