probe_id,mean_tumor,mean_normal,mean_difference_tumor_minus_normal,t_statistic,p_value,fdr_bh,entrez_id,gene_symbol,minus_log10_fdr
gene_3131,4.125453948533083,6.175433547075531,-2.049979598542448,-6.516976391612472,4.856745914306163e-06,3.035856447771502e-05,3131,HLF,4.517718768156881
gene_79633,3.630862627691858,4.946919570432548,-1.3160569427406896,-6.397380221239999,4.859215588176749e-06,3.035856447771502e-05,79633,FAT4,4.517718768156881
gene_23414,4.701305131376828,6.857113207218634,-2.155808075841806,-6.434141034118193,4.876095985733297e-06,3.0439944663506596e-05,23414,ZFPM2,4.516556141400662
gene_51100,7.164632877439807,8.749376471502432,-1.5847435940626244,-6.260853118179005,5.0123845121399165e-06,3.114303736614392e-05,51100,SH3GLB1,4.506639033160719
gene_10321,3.7677516522139203,2.716972490499348,1.0507791617145723,4.7967294851860025,5.084591510698728e-06,3.14925640470493e-05,10321,CRISP3,4.5017919787361995
gene_10155,7.970759068926213,6.726337001298856,1.2444220676273572,5.978843121132506,5.168084709028394e-06,3.19076472872905e-05,10155,TRIM28,4.496105217361377
gene_7031,8.736870504257656,6.327215239255835,2.4096552650018204,5.243903056808341,5.205404992880463e-06,3.2064807510746506e-05,7031,TFF1,4.493971362865767
gene_2157,5.8845912375207305,7.651189685253405,-1.7665984477326742,-6.380927470858333,5.359732041378854e-06,3.283615510532879e-05,2157,F8,4.483647701561658
gene_9341,6.697918194467282,8.046976888875552,-1.3490586944082699,-6.329219581852956,5.545078695109383e-06,3.391904450447622e-05,9341,VAMP3,4.469556390267865
gene_5320,5.22795568637054,7.165868415102288,-1.9379127287317486,-6.399282601093314,5.698616541283052e-06,3.461690371270174e-05,5320,PLA2G2A,4.460711779921751
gene_3764,5.493382543630908,7.3130118981005054,-1.8196293544695976,-6.246598864596968,5.758057158922862e-06,3.492425298311355e-05,3764,KCNJ8,4.456872874513174
gene_4306,4.25903321085916,5.808147715919578,-1.5491145050604178,-6.115908871499017,5.8591761824356815e-06,3.5483063123232036e-05,4306,NR3C2,4.449978896165691
gene_5064,6.7704200633675695,8.575817313257474,-1.8053972498899045,-6.463963291337372,5.969397213247697e-06,3.60400074870161e-05,5064,PALM,4.443215127471847
gene_1215,3.365260896931161,4.6652858195505456,-1.3000249226193845,-6.450468890196971,6.0278832972275565e-06,3.630983554401679e-05,1215,CMA1,4.439975718106876
gene_9231,7.651346113088843,6.344815030147966,1.306531082940877,5.7682248506491876,6.308245929773064e-06,3.7825526277462335e-05,9231,DLG5,4.42221502079829
gene_58494,5.04320663101209,6.411941385898844,-1.368734754886754,-6.005495240987057,6.537957827444084e-06,3.9084218745893964e-05,58494,JAM2,4.407998564728694
gene_2354,6.210535334080283,9.187417643106864,-2.976882309026581,-6.12835878244005,6.922250807390831e-06,4.1225501226218244e-05,2354,FOSB,4.384834055429775
gene_1160,3.7870959643734183,5.986286809735543,-2.199190845362125,-6.399312829295463,7.337668623311289e-06,4.344490875562534e-05,1160,CKMT2,4.362061110559172
gene_51338,4.320346743265926,6.1031517025088995,-1.7828049592429736,-6.091213897411868,7.457974199110125e-06,4.401765489564474e-05,51338,MS4A4A,4.356373098834252
gene_8644,7.305123023212506,10.988669182314363,-3.683546159101857,-6.162958490636436,7.4678809071485564e-06,4.402679916687274e-05,8644,AKR1C3,4.356282887438386
gene_781,4.416972487812439,5.935512002494737,-1.5185395146822982,-6.297711819479259,7.476248915129333e-06,4.402679916687274e-05,781,CACNA2D1,4.356282887438386
gene_7538,7.412043681744167,9.190783023368605,-1.778739341624438,-6.218764664421011,7.585549323616515e-06,4.46039337368575e-05,7538,ZFP36,4.35062683803956
gene_332,5.66637090144969,4.594495311819389,1.0718755896303005,5.726792749142222,7.7200680962943e-06,4.522654136234132e-05,332,BIRC5,4.344606623058478
gene_5587,3.603607847646744,5.030166295472941,-1.4265584478261966,-6.131387743041443,7.959325552264022e-06,4.6431828843329036e-05,5587,PRKD1,4.333184210132579
gene_5321,3.666564359524811,6.464517084468731,-2.7979527249439204,-6.147017394331337,7.969845757907086e-06,4.64396913127534e-05,5321,PLA2G4A,4.333110675703778
gene_4889,3.3270476930299577,5.045956345207637,-1.7189086521776793,-6.218144025576294,7.974195443851287e-06,4.64396913127534e-05,4889,NPY5R,4.333110675703778
gene_5091,5.696527376929429,7.574522239580951,-1.877994862651522,-6.16091917479071,8.542822501913631e-06,4.9495369075579336e-05,5091,PC,4.305435432965524
gene_34,7.204959591492854,8.998696427418682,-1.793736835925828,-6.043317705584225,8.549029178053718e-06,4.9495369075579336e-05,34,ACADM,4.305435432965524
gene_11326,5.8727611589500395,7.687948139877094,-1.8151869809270549,-5.915303126824083,8.741807457769569e-06,5.053737444656389e-05,11326,VSIG4,4.296387324604244
gene_3908,5.078917417242154,7.151795341206091,-2.0728779239639366,-6.077455581871509,8.79082220717116e-06,5.0783557403094836e-05,3908,LAMA2,4.294276879940826
gene_7764,8.251376778268673,7.133153118260534,1.1182236600081392,5.702258943867797,8.818309793586294e-06,5.08921925359457e-05,7764,ZNF217,4.293348838461529
gene_10858,4.153490262802549,5.186483051115156,-1.0329927883126064,-6.1767670739595975,8.892528827358044e-06,5.12212254920835e-05,10858,CYP46A1,4.29055003504208
gene_2159,3.9802146153931575,5.005888822668799,-1.025674207275642,-6.220711925658753,8.972764636194656e-06,5.160810075166001e-05,2159,F10,4.28728212326392
gene_6291,4.899447346722636,7.104716120997018,-2.2052687742743826,-6.258465359861492,9.253250110011465e-06,5.287521172041513e-05,6291,SAA4,4.276747880632052
gene_8076,5.16132505344808,8.063278339361165,-2.901953285913085,-6.079564237250428,9.25410906544228e-06,5.287521172041513e-05,8076,MFAP5,4.276747880632052
gene_3290,4.2263827416891155,6.821367403758505,-2.5949846620693897,-6.207223548129234,9.335608302113751e-06,5.3153063274543825e-05,3290,HSD11B1,4.274471701509547
gene_1164,9.207877737331296,6.904103320182223,2.3037744171490733,6.020105604211613,9.36144651499398e-06,5.321750429161403e-05,1164,CKS2,4.273945496146804
gene_5325,5.419759843382431,7.01043423632638,-1.5906743929439484,-5.709771543739312,9.446353312815686e-06,5.359041099950106e-05,5325,PLAGL1,4.2709129122205995
gene_1962,3.8151403911292374,5.872100785526332,-2.056960394397094,-6.241377966571465,9.527772691711615e-06,5.393607236304417e-05,1962,EHHADH,4.2681206821538344
gene_2230,5.4499522881618025,6.4893588124770645,-1.039406524315262,-5.785257912226387,9.541252468137805e-06,5.397368964246723e-05,2230,FDX1,4.267817892540814
gene_9749,5.862368291850248,6.885487373604923,-1.0231190817546754,-5.784752362834388,9.571299085959616e-06,5.410490256393921e-05,9749,PHACTR2,4.266763380734479
gene_5997,6.8325321054576165,8.37578777549492,-1.5432556700373041,-5.486608255123694,9.975040392372148e-06,5.597706874883665e-05,5997,RGS2,4.251989847197757
gene_2110,4.781767083577747,6.623326607637008,-1.841559524059261,-6.133854235859237,1.018353512031598e-05,5.689969844459244e-05,2110,ETFDH,4.244890035260404
gene_3995,6.288552497902353,8.110620685086532,-1.822068187184179,-6.084051394050623,1.0223275065274384e-05,5.705526727241824e-05,3995,FADS3,4.243704255860124
gene_5549,5.91782772002542,8.183706929410565,-2.2658792093851456,-6.096235069498122,1.0292375700450867e-05,5.735983832495448e-05,5549,PRELP,4.24139208144554
gene_25800,8.284444688243118,6.79944929882386,1.4849953894192582,5.241360024868832,1.0618862200933691e-05,5.905433436674181e-05,25800,SLC39A6,4.228748221293878
gene_10490,5.523172634627403,7.309423544032288,-1.7862509094048855,-6.187819711886511,1.0732491625389917e-05,5.9518599975915854e-05,10490,VTI1B,4.2253472930180465
gene_79947,5.944157790496284,7.39501974093772,-1.4508619504414355,-6.1563335258563905,1.1264905227211352e-05,6.203553457411998e-05,79947,DHDDS,4.207359471006963
gene_8406,6.334049609281489,9.281411617999781,-2.947362008718293,-5.921426323198197,1.132378127937474e-05,6.222957603564532e-05,8406,SRPX,4.206003157813649
gene_4783,5.336092484275319,7.371959614996908,-2.0358671307215888,-5.800530240353358,1.1793869013302899e-05,6.427617915669633e-05,4783,NFIL3,4.191949947410902
gene_2690,5.099935218425199,9.305339500037176,-4.205404281611977,-6.032676419746178,1.196586291508697e-05,6.50788012675219e-05,2690,GHR,4.1865604552387925
gene_98,5.992509385384087,7.452261874009461,-1.4597524886253739,-5.823726359585101,1.2185525714815838e-05,6.604605118043973e-05,98,ACYP2,4.180153143254776
gene_3075,6.269306425703806,8.452895720916276,-2.18358929521247,-5.848623693930942,1.2384965451339612e-05,6.698909052686911e-05,3075,CFH,4.173995918340313
gene_8660,7.334812235175427,9.180051537631403,-1.8452393024559761,-5.756092447762003,1.2426846261755177e-05,6.711193363469396e-05,8660,IRS2,4.173200248074189
gene_1601,5.084443887194037,6.151877969006648,-1.0674340818126113,-5.83869418217051,1.2628267805165061e-05,6.802553264487618e-05,1601,DAB2,4.167328048977461
gene_3150,10.489118303260495,9.256029041915538,1.2330892613449578,5.795769457647561,1.271478624384795e-05,6.844489909179773e-05,3150,HMGN1,4.164658912450827
gene_7291,7.815807720954475,10.11613502269965,-2.300327301745175,-5.7695759820034676,1.307642152000898e-05,7.010209271277391e-05,7291,TWIST1,4.154269017125437
gene_301,6.062180794751559,8.912228851960515,-2.850048057208956,-5.919551378997034,1.3201493841089054e-05,7.063156969043379e-05,301,ANXA1,4.151001142038248
gene_23136,4.846099111373056,6.650021830018134,-1.8039227186450777,-5.766428607769118,1.3247872158175706e-05,7.078497101044855e-05,23136,EPB41L3,4.150058941463979
gene_5797,7.0425597309733154,8.647726532087159,-1.6051668011138434,-5.895917203441532,1.3248092586228056e-05,7.078497101044855e-05,5797,PTPRM,4.150058941463979
gene_8891,6.561574501137795,7.65557568232176,-1.0940011811839652,-5.764911820009036,1.3375916912300047e-05,7.137136206515774e-05,8891,EIF2B3,4.146476015002389
gene_5627,5.047572294939087,6.66419737570979,-1.616625080770703,-5.492929088070908,1.3422109910894882e-05,7.156948140873524e-05,5627,PROS1,4.145272129665206
gene_9934,4.140093643246067,7.105385224514587,-2.96529158126852,-5.969590294044109,1.368910185474526e-05,7.289469814357608e-05,9934,P2RY14,4.137304058111698
gene_1408,5.830120835448053,6.855501367952008,-1.025380532503955,-5.845839109379607,1.3708047279448316e-05,7.294639445134996e-05,1408,CRY2,4.136996169275406
gene_3569,4.679649012446471,5.847472800243257,-1.1678237877967863,-5.818827492550998,1.3726297606379302e-05,7.29943247121733e-05,3569,IL6,4.136710904838456
gene_947,5.585170252944522,6.642700599936255,-1.057530346991733,-5.935216853031666,1.4118270379260496e-05,7.472652894438347e-05,947,CD34,4.126525190302521
gene_9314,5.2999945979781335,7.77083694323638,-2.470842345258246,-6.001765718798465,1.4186980566466389e-05,7.498968241859777e-05,9314,KLF4,4.124998485633758
gene_5836,6.482372041612913,9.293906207169009,-2.811534165556096,-5.925014997622989,1.4754257391544276e-05,7.746966131717097e-05,5836,PYGL,4.110868342683144
gene_10418,5.022357572933992,6.126635590932633,-1.1042780179986407,-5.469559316922785,1.5327464702483312e-05,8.015959520232498e-05,10418,SPON1,4.096044484613562
gene_9,8.05467390402435,6.265053836169129,1.7896200678552212,4.750643191591815,1.5446067985753807e-05,8.06730151345885e-05,9,NAT1,4.093271711101621
gene_1958,8.473775948772472,10.095875234508803,-1.622099285736331,-5.5845277200911205,1.563022938076042e-05,8.158091303361867e-05,1958,EGR1,4.08841143847414
gene_1028,5.79903006248668,7.529111828224116,-1.7300817657374363,-5.771859833503324,1.5711210646593897e-05,8.194942567777544e-05,1028,CDKN1C,4.086454085727978
gene_79895,2.76880607018434,4.510799567856983,-1.741993497672643,-6.022915659478912,1.5769562811071213e-05,8.219949671223061e-05,79895,ATP8B4,4.08513084153258
gene_8803,6.79556348198503,9.127150608752036,-2.3315871267670056,-5.841728979352501,1.5993896038466123e-05,8.325893013564072e-05,8803,SUCLA2,4.079569174030227
gene_1030,4.11524079294687,5.515375558641415,-1.4001347656945446,-5.912245906772004,1.6012226040261187e-05,8.329943942025203e-05,1030,CDKN2B,4.0793579212524005
gene_26234,7.396722963936266,8.909474297317391,-1.512751333381125,-5.755380453090475,1.614122081643339e-05,8.380487888716271e-05,26234,FBXL5,4.076730697215858
gene_729,3.7488809752177934,5.340510757216,-1.5916297819982068,-5.946466526271416,1.642373507286008e-05,8.504802352155806e-05,729,C6,4.070335774745768
gene_283298,4.849496499633389,6.581151369798183,-1.7316548701647942,-5.835550576517047,1.6521444131161996e-05,8.544194125984694e-05,283298,OLFML1,4.068328892936517
gene_7068,5.005792898046003,6.211327405177236,-1.2055345071312322,-5.730751145327774,1.6542998478084642e-05,8.549742079936807e-05,7068,THRB,4.068046986435541
gene_12,10.29384510677408,7.721939273509222,2.571905833264858,5.378507830437548,1.71620389678953e-05,8.834981859808942e-05,12,SERPINA3,4.053794337859873
gene_2591,5.689283247029467,4.454056492355135,1.2352267546743319,5.428373552940468,1.7769279574356733e-05,9.11786879783594e-05,2591,GALNT3,4.040106661397692
gene_2202,5.483588576433992,7.404556837160576,-1.9209682607265837,-5.596042046499293,1.8175200217881663e-05,9.289938907482945e-05,2202,EFEMP1,4.031987142005312
gene_13,3.6107819337196423,5.384798747685689,-1.774016813966047,-5.919933751808725,1.8353594467522665e-05,9.368993892050839e-05,13,AADAC,4.028307044180621
gene_51084,5.747330316149499,6.751773945832095,-1.004443629682596,-5.395004834263867,1.8752900784956194e-05,9.553398122189843e-05,51084,CRYL1,4.019842123367256
gene_2653,7.355072315930921,8.546519625937924,-1.1914473100070024,-5.510829500333066,1.9000247799369143e-05,9.642992086864918e-05,2653,GCSH,4.015788189624785
gene_9232,8.021582459324755,6.2542656952469295,1.7673167640778251,5.652841175887154,1.9235458487347407e-05,9.73733433811426e-05,9232,PTTG1,4.011559917936052
gene_5019,5.612224385216004,7.75404910263767,-2.141824717421666,-5.7080604889235005,2.0002015132844192e-05,0.00010080147639060024,5019,OXCT1,3.9965331069421284
gene_4036,5.97501702285122,4.782424739182384,1.1925922836688354,4.737801754784898,2.1222313985189182e-05,0.00010654330167898217,4036,LRP2,3.9724738489558717
gene_90627,5.400162004148842,6.465015163227978,-1.064853159079136,-5.323342225805307,2.2553344210097758e-05,0.00011214357713764108,90627,STARD13,3.950225594961609
gene_7436,4.856101768231299,7.799846198912101,-2.943744430680802,-5.670064791232774,2.2565042936774936e-05,0.00011214357713764108,7436,VLDLR,3.950225594961609
gene_5962,5.867223421704189,7.076127237983599,-1.2089038162794097,-5.605598508478098,2.2882989472940227e-05,0.00011329590461931597,5962,RDX,3.945785788577716
gene_4711,8.829387878239615,9.829872160064488,-1.000484281824873,-5.332697548445273,2.3375048477102794e-05,0.00011556710424262283,4711,NDUFB5,3.937165768675062
gene_7423,5.517166204167691,7.357843001646854,-1.840676797479163,-5.742662994988761,2.3400253220710892e-05,0.00011556710424262283,7423,VEGFB,3.937165768675062
gene_10491,6.5093880937495925,8.035961691850934,-1.5265735981013417,-5.742573738403415,2.3552823269498977e-05,0.00011624790334952089,10491,CRTAP,3.9346148713149547
gene_6195,6.479449670262379,5.418343028520483,1.0611066417418957,5.349474761447364,2.4632748683597693e-05,0.00012112379598653237,6195,RPS6KA1,3.916770526960819
gene_80830,5.41131518637211,6.675873684748852,-1.2645584983767417,-5.585223851770304,2.487945493832383e-05,0.0001221087977923824,80830,APOL6,3.913253044531464
gene_474344,4.817588600865211,6.071028163793142,-1.2534395629279311,-5.3057152518397235,2.49828835415551e-05,0.00012254026790537928,474344,GIMAP6,3.911721174520625
gene_84617,8.078637493958258,9.927271901087707,-1.848634407129449,-5.49668608498197,2.5506819176967036e-05,0.00012480009358148,84617,TUBB6,3.903785088997304
gene_6281,7.553898962477946,8.854010689648451,-1.3001117271705054,-5.514411571725658,2.5530066576300714e-05,0.0001248303328781832,6281,S100A10,3.903679871376637
gene_8544,5.301717290590322,7.143794211585177,-1.842076920994855,-5.47759370353252,2.5606931733200645e-05,0.00012498018535048546,8544,PIR,3.9031588355924915
gene_4162,6.428680019774215,8.265230488140887,-1.8365504683666716,-5.717176897645841,2.6471884098043006e-05,0.00012896265806430947,4162,MCAM,3.8895360241527754
gene_1397,6.6693479463505785,5.546364569713714,1.1229833766368644,5.126142439099063,2.657819656742488e-05,0.0001294007511053972,1397,CRIP2,3.8880632028019195
gene_9249,7.045729443382051,9.090094251671038,-2.0443648082889876,-5.606322091942476,2.7151612023627027e-05,0.00013178628159224502,9249,DHRS3,3.880129795651496
gene_4958,3.525792550342649,5.196406705913088,-1.6706141555704388,-5.623599977489458,2.7246400257652404e-05,0.000132083991918159,4958,OMD,3.879149814049999
gene_5125,4.405369229656348,6.13992180663354,-1.7345525769771921,-5.610955324861973,2.7385038152971172e-05,0.00013259328405518906,5125,PCSK5,3.877478472700758
gene_6091,7.33694808027639,8.430343413926822,-1.0933953336504327,-5.085701276685953,2.7468258699628755e-05,0.0001328333367734037,6091,ROBO1,3.8766929177403275
gene_10253,5.681113889638047,7.63173515006585,-1.9506212604278037,-5.377806645511977,2.8058451540001327e-05,0.00013543862580158342,10253,SPRY2,3.868257461350812
gene_80224,4.287996025126353,5.60982634422155,-1.3218303190951968,-5.665058134177715,2.8682052793345376e-05,0.0001383641850391255,80224,NUBPL,3.858976310549615
gene_5290,4.194470809428131,5.270909097334474,-1.0764382879063437,-5.6276688421645265,2.870761706407214e-05,0.000138402962121476,5290,PIK3CA,3.8588546149425165
gene_56922,7.135186900574766,8.337206014790858,-1.2020191142160925,-5.52263182148361,2.8744642168210437e-05,0.0001384969122650139,56922,MCCC1,3.8585599089187697
gene_1511,5.197834315410528,6.208108102666068,-1.0102737872555396,-5.425839162730446,3.05345309758606e-05,0.00014658431070904023,1511,CTSG,3.83391251084853
gene_23024,4.811484479554318,5.820144817992549,-1.008660338438231,-5.391023216727538,3.060187538796492e-05,0.00014677052172639365,23024,PDZRN3,3.8333611619752466
gene_663,5.942240301400501,7.245285730120664,-1.3030454287201634,-5.4562787313948125,3.0610491235072856e-05,0.00014677052172639365,663,BNIP2,3.8333611619752466
gene_2331,7.645583126056839,9.501225022766224,-1.8556418967093853,-5.33495025860295,3.198653764900671e-05,0.0001526270017004266,2331,FMOD,3.8163686272452653
gene_3419,5.081608488998917,6.1143990996258815,-1.0327906106269644,-5.490808198192601,3.244547468686978e-05,0.0001543505503627775,3419,IDH3A,3.8114918176293027
gene_224,7.32836952317903,8.786804624126459,-1.4584351009474288,-5.452818721260095,3.341276239517043e-05,0.00015837970266186128,224,ALDH3A2,3.8003004767034483
gene_4329,4.984426812250372,6.569374372669948,-1.5849475604195762,-5.548327990961028,3.3442701314136047e-05,0.00015842652206222698,4329,ALDH6A1,3.800172111754871
gene_10875,5.679149446039708,7.507584303630835,-1.8284348575911267,-5.308035447294104,3.3954845698608325e-05,0.00016065992599275611,10875,FGL2,3.794092437428291
gene_1033,4.89087545213497,3.8276861625132796,1.0631892896216901,5.005595058610125,3.4761198794984544e-05,0.00016418013569616802,1033,CDKN3,3.7846793897221307
gene_22885,5.087012430385132,6.090271722507638,-1.0032592921225065,-5.102517208931593,3.540423958809889e-05,0.00016652011913473314,22885,ABLIM3,3.7785332870746027
gene_11167,5.848647017023466,6.934428492585681,-1.0857814755622153,-5.486293155507876,3.565922181689351e-05,0.00016761956826667147,11167,FSTL1,3.775675282279988
gene_4283,7.546836966915357,6.133098651286167,1.4137383156291907,4.499129920277583,3.8820117322720906e-05,0.0001812906366040964,4283,CXCL9,3.741624625999277
gene_6387,7.224067075726429,8.811767030661471,-1.587699954935042,-5.166607034531704,3.91349998054974e-05,0.0001823298486513351,6387,CXCL12,3.7391422285285976
gene_79746,6.682414563570436,8.956009512182833,-2.2735949486123967,-5.448973344252217,3.919651312255123e-05,0.0001825087642268792,79746,ECHDC3,3.7387162755144625
gene_10668,5.642718811095702,6.64652773794342,-1.003808926847718,-5.261357718728728,4.00718686821131e-05,0.0001861456158721454,10668,CGRRF1,3.730147187890159
gene_23673,7.568409099019383,8.723015069985692,-1.1546059709663092,-5.407887823196762,4.030236771342719e-05,0.00018699635595354557,23673,STX12,3.7281668565901698
gene_54941,4.278042685689183,5.412839356995933,-1.1347966713067503,-5.412814010589363,4.07578524057022e-05,0.00018899868493707004,54941,RNF125,3.723541217660411
gene_1398,5.896078666717295,6.9053787673114835,-1.0093001005941886,-5.45917139291851,4.106858290330197e-05,0.00019010468885543707,1398,CRK,3.721007171304311
gene_4121,5.233306566672001,6.713369720931379,-1.480063154259378,-5.235819326576454,4.1302311406369196e-05,0.00019096273605157934,4121,MAN1A1,3.7190513715275344
gene_10477,6.751419238263737,7.991738298311015,-1.2403190600472778,-4.823158901028181,4.2230196868974004e-05,0.00019456934928488198,10477,UBE2E3,3.7109255735479825
gene_64121,7.750902624692484,8.872589419496828,-1.1216867948043436,-5.29197150728354,4.2515071895486386e-05,0.0001956535680411748,64121,RRAGC,3.7085122276689293
gene_3280,6.776524860399825,5.749886099426851,1.0266387609729746,5.331431260376038,4.282770002106054e-05,0.0001968628329838854,3280,HES1,3.705836269405987
gene_309,7.700210616680576,8.804227028328148,-1.1040164116475717,-5.164248763374945,4.5292823877549265e-05,0.00020663052002368952,309,ANXA6,3.684805531321009
gene_2876,10.800490658744767,12.110178492879003,-1.3096878341342357,-5.082240019971382,4.577241054096806e-05,0.00020845716611420112,2876,GPX1,3.6809831705767357
gene_4232,7.380988159026216,9.917571213092563,-2.536583054066347,-5.241871349448306,4.729802524202339e-05,0.00021503310612334985,4232,MEST,3.667494671713045
gene_8540,5.139488850516611,6.152249989748747,-1.0127611392321363,-4.977785847787322,4.742763203740965e-05,0.00021549827974650404,8540,AGPS,3.6665561923226586
gene_7108,6.320972748949855,7.985077947929424,-1.664105198979569,-5.292212961002763,4.787522696681446e-05,0.00021713786891461808,7108,TM7SF2,3.663264428841967
gene_444,5.535801510166506,6.6996017940226205,-1.1638002838561148,-5.20233055624972,4.789159336988621e-05,0.00021713786891461808,444,ASPH,3.663264428841967
gene_23593,7.088952418061467,8.140202293741666,-1.051249875680199,-5.283795873618017,4.803539866067305e-05,0.0002176337023656541,23593,HEBP2,3.6622738496996776
gene_5236,7.99628628897155,10.073540169416352,-2.077253880444802,-5.30273520001707,4.896661027564626e-05,0.00022147154716310337,5236,PGM1,3.654682060428639
gene_8082,5.882262162771897,7.6048104178391664,-1.7225482550672693,-5.236383964400515,5.0277330001884034e-05,0.00022615755827039578,8082,SSPN,3.645588893391096
gene_115290,5.21880082371965,6.328054409227576,-1.1092535855079264,-5.145939610323104,5.2354990720833375e-05,0.00023438059054559023,115290,FBXO17,3.630078355827857
gene_1389,6.443324500177671,7.6881127720737386,-1.2447882718960672,-5.212219455277764,5.245465431479506e-05,0.00023469371395123885,1389,CREBL2,3.6294985424118456
gene_28962,4.174966209620353,5.684843858145536,-1.5098776485251832,-5.306422974020081,5.66920101366367e-05,0.0002517979775303825,28962,OSTM1,3.5989477625161714
gene_2745,7.554956250071109,8.569929709679814,-1.0149734596087043,-4.909472437114844,5.688840984730999e-05,0.00025252110078372193,2745,GLRX,3.597702326174819
gene_3384,5.99397247101147,7.266003479145787,-1.2720310081343165,-4.9478705783450705,6.14091029892506e-05,0.00026852031356927575,3384,ICAM2,3.571022854331871
gene_390,7.583835559760254,8.846953045670217,-1.2631174859099632,-4.881016224862845,6.263868241548213e-05,0.00027298988688469227,390,RND3,3.5638534414263714
gene_3672,4.26686172017039,5.752500821244616,-1.4856391010742263,-5.281946479277027,6.272918330115143e-05,0.00027323351380540144,3672,ITGA1,3.563466032779325
gene_6319,6.815353071667415,8.99046234219546,-2.1751092705280453,-5.252370010675131,6.355138957405214e-05,0.00027635755697482913,6319,SCD,3.5585286551726876
gene_4012,5.107395908943441,6.187823675380727,-1.0804277664372863,-5.183264124057162,6.430654967554795e-05,0.00027915790180423853,4012,LNPEP,3.5541500745611474
gene_10769,8.232538276481343,6.898626032278256,1.3339122442030868,4.81285943969066,6.45838062177692e-05,0.00028007595700259383,10769,PLK2,3.552724171395184
gene_5730,6.733321672034226,8.209324927854157,-1.476003255819931,-4.971917239620818,6.586491864361682e-05,0.00028484954136289266,5730,PTGDS,3.545384475465596
gene_1891,8.780230121445294,9.830518687268674,-1.0502885658233794,-5.097805764294411,6.671172102564371e-05,0.000288196094605858,1891,ECH1,3.5403119086803136
gene_5824,5.851006527957413,7.518420256294309,-1.6674137283368964,-5.201669039480014,6.777011442946698e-05,0.0002916515496727525,5824,PEX19,3.535135711630547
gene_11080,4.542606992388153,5.7754270147989475,-1.2328200224107944,-5.2260822879530915,6.997475967833844e-05,0.0003006478113056794,11080,DNAJB4,3.5219419534393896
gene_53353,2.809833811243446,5.030289299530975,-2.220455488287529,-5.163690267252764,7.047893267356716e-05,0.0003024848539799782,53353,LRP1B,3.519296366458118
gene_2662,2.865319631622234,4.242413781177311,-1.3770941495550773,-5.270377753928604,7.156839245375218e-05,0.0003063282358847052,2662,GDF10,3.513812970141702
gene_10133,6.800084372378673,8.28596920504343,-1.485884832664758,-5.105617238395469,7.237661652120834e-05,0.00030928470815367004,10133,OPTN,3.5096415521230893
gene_590,3.3446505460198233,4.983206525873312,-1.6385559798534888,-4.949548308929298,7.472475271418959e-05,0.00031794254966807927,590,BCHE,3.4976513473620834
gene_10370,5.495296588290592,6.584256143757016,-1.088959555466424,-5.094604783368559,7.713903204647895e-05,0.0003261064968260408,10370,CITED2,3.486640548916848
gene_23708,4.9407241323494135,6.232840827575906,-1.2921166952264924,-4.67673091190914,7.791252161376914e-05,0.00032920020502083194,23708,GSPT2,3.48253990298775
gene_6492,3.0676270325565294,4.3211488304122465,-1.2535217978557172,-5.149921661929447,8.691408183906406e-05,0.00036257818504125143,6492,SIM1,3.4405983293116975
gene_5360,6.354266742085447,8.091439602860936,-1.7371728607754884,-4.922040743766824,8.835073078565834e-05,0.0003679882494801392,5360,PLTP,3.434166048900969
gene_10318,8.637171270664084,9.996593235855608,-1.3594219651915243,-5.019104093184949,9.069318938786189e-05,0.0003761576242625763,10318,TNIP1,3.424630131128833
gene_4237,6.88209982765468,5.767756598648354,1.1143432290063258,4.668880590882231,9.241082990033612e-05,0.0003828794982806686,4237,MFAP2,3.41693788782299
gene_54847,6.142267840447073,5.035396467898671,1.1068713725484018,4.438322431387448,9.577904560162655e-05,0.00039435199328260946,54847,SIDT1,3.4041159596574047
gene_9945,5.355004060785123,6.36018142578881,-1.0051773650036875,-4.893765265684288,9.65043229104024e-05,0.0003971311297672995,9945,GFPT2,3.401066068724901
gene_6347,5.5220828719929855,7.336709830188627,-1.8146269581956416,-4.954055408921879,9.701752638429539e-05,0.0003990351072170733,6347,CCL2,3.3989888932858876
gene_1580,4.890452856271602,6.279678203555106,-1.3892253472835039,-4.668338287036428,0.00010059339798102691,0.00041202596673037837,1580,CYP4B1,3.38507541296601
gene_2052,5.0613212151471805,6.385913648748144,-1.3245924336009631,-4.891036365681803,0.00010073041571475057,0.00041224024769505297,2052,EPHX1,3.3848496096005367
gene_10990,3.9054102527296015,5.032256466459766,-1.1268462137301647,-5.085541185068805,0.00010181835275777211,0.0004157494993423611,10990,LILRB5,3.3811682650981747
gene_2184,5.236315451276078,6.673060032086518,-1.4367445808104398,-5.015398454093697,0.00010212720705386364,0.0004167951184001867,2184,FAH,3.3800773762351084
gene_5441,7.538520752093742,8.678501243684801,-1.139980491591059,-4.914532211020738,0.00010285309330153298,0.0004193241496139421,5441,POLR2L,3.3774501250945073
gene_2009,3.8769270636254007,5.136424326864975,-1.2594972632395742,-4.977630777782996,0.0001042432859121699,0.00042302632520473056,2009,EML1,3.373632605354499
gene_1152,5.89003180876922,7.200387350450564,-1.3103555416813437,-4.77879556105891,0.00010554403226685262,0.000427426268108377,1152,CKB,3.369138791147241
